video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,is_pinned,viewer_rating,author_handle_decoded,like_count,texto_original,hashtags,mentions,emojis,texto_limpio
n8iP75gIpmw,Ugy4ex02KEXL5UFGjw14AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@virgiliogarcia3039,UCHTGCgY2l-DQJIvlA_cpa_Q,Que trabajo hasen esos corruptos,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@virgiliogarcia3039,hace 2 años,13,0,False,,/@virgiliogarcia3039,13,Que trabajo hasen esos corruptos,,,,trabajo hasen corrupto
n8iP75gIpmw,Ugy4utoHlyokVSeSi5h4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@marioajset4283,UC3XTwHxygNCgjndsg-UiCQA,los niños guatemaltecos con Desnutrición crónica serán sus verdugos.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@marioajset4283,hace 2 años, ,0,False,,/@marioajset4283,0,los niños guatemaltecos con Desnutrición crónica serán sus verdugos.,,,,niño guatemalteco desnutrición crónica verdugo
6W4u8sGEnGM,Ugy4x4u9e1_xRoppaMF4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@cristianescobedo8296,UCvDwJBBY1mHK70aTEYl6rsA,"se espera que la obra se finalice en plazo de acuerdo a la programación del proyecto, de acuerdo a normas internacionales de construcción, que la contraloría audite  mes a mes y sobre todo que el proyecto no sea sobrevalorado o que tenga costos adicionales a lo ya pactado.",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@cristianescobedo8296,hace 6 días,1,0,False,,/@cristianescobedo8296,1,"se espera que la obra se finalice en plazo de acuerdo a la programación del proyecto, de acuerdo a normas internacionales de construcción, que la contraloría audite  mes a mes y sobre todo que el proyecto no sea sobrevalorado o que tenga costos adicionales a lo ya pactado.",,,,espera obra finalizar plazo acuerdo programación proyecto acuerdo norma internacional construcción contraloría auditar mes mes proyecto sobrevalorar costo adicional pactar
n8iP75gIpmw,Ugy5j8gzaawBk-mw5et4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ARGELIATELON,UCkd9W714-947dEE6ZOEBATA,Me pregunto si antes de ser diputados les alcanzaba su dinero para comer esos almuercitos y en esos lugares? Pero como don pueblo paga....vengase el almuercito. La historia ni él se la cree. O sea.... la 3a. parte de su salario para un almuerzo???,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ARGELIATELON,hace 2 años (editado),3,0,False,,/@ARGELIATELON,3,Me pregunto si antes de ser diputados les alcanzaba su dinero para comer esos almuercitos y en esos lugares? Pero como don pueblo paga....vengase el almuercito. La historia ni él se la cree. O sea.... la 3a. parte de su salario para un almuerzo???,,,,preguntar si ser diputado alcanzar dinero comer almuercitos lugar don pueblo paga vengar almuercito historia creer 3a parte salario almuerzo
ndAZjHqzzT8,Ugy5lmf3RzzeJDUeqQd4AaABAg,Internet: escoger el menos malo,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@Alejandro00710,UCbrtvygfRT6QXqWDNrOf-cA,"Eso sin mencionar el costo de sus servicios, la mala calidad del mismo, mientras no haya una ley de competencia nos van a seguir jodiendo, urge.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@Alejandro00710,hace 2 años, ,0,False,,/@Alejandro00710,0,"Eso sin mencionar el costo de sus servicios, la mala calidad del mismo, mientras no haya una ley de competencia nos van a seguir jodiendo, urge.",,,,mencionar costo servicio malo calidad mismo mientras ley competencia ir seguir joder urgir
6W4u8sGEnGM,Ugy6Qii72nfxIpYyuCR4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@albertoshernandez5251,UCV3fr-YOixFKCZBbJP1-X4w,TODO EL APOYO PARA EL PRESIDENTE BERNARDO AREVALO 👍🇬🇹👍,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@albertoshernandez5251,hace 6 días,5,0,False,,/@albertoshernandez5251,5,TODO EL APOYO PARA EL PRESIDENTE BERNARDO AREVALO 👍🇬🇹👍,,,👍|👍,apoyo presidente bernardo arevalo
JkpVO1hx2f8,Ugy6isIL3n6cvYbJG-94AaABAg,10 Preguntas a un año del Paro Nacional,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ninettmartinez425,UCWWkebAekppaL5b5CNlppuw,Yo vi en  Semilla y Bernardo Arévalo  una oportunidad para que Guatemala saliera de la corrupción.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ninettmartinez425,hace 1 año,3,0,False,,/@ninettmartinez425,3,Yo vi en  Semilla y Bernardo Arévalo  una oportunidad para que Guatemala saliera de la corrupción.,,,,ver semilla bernardo arévalo oportunidad guatemala salir corrupción
n8iP75gIpmw,Ugy6y6DL1AgyNzNpfMZ4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@mynorrodas8591,UCjmPuazZJzscrwvk0QR9RVw,"😢que desgraciados estos sinvergüenzas porque no piden un almuerzo de Q30.00 no que  almuerzos  de millonarios  con la plata  del pueblo , si les gusta lo bueno que lo paguen con su dinero",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@mynorrodas8591,hace 2 años,2,0,False,,/@mynorrodas8591,2,"😢que desgraciados estos sinvergüenzas porque no piden un almuerzo de Q30.00 no que  almuerzos  de millonarios  con la plata  del pueblo , si les gusta lo bueno que lo paguen con su dinero",,,😢,desgraciado sinvergüenza pedir almuerzo q30 almuerzo millonario plata pueblo si gustar bueno pagar dinero
n8iP75gIpmw,Ugy7-QbaMzLjAO_vJMB4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@OseasSamayoa-ol5rz,UCipetjeiWj4CZB6EbyYziZg,Que paguen de su sueldo sus alimentos si el pueblo de la miseria que  las empresas nos pagan lo pagamos,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@OseasSamayoa-ol5rz,hace 2 años, ,0,False,,/@OseasSamayoa-ol5rz,0,Que paguen de su sueldo sus alimentos si el pueblo de la miseria que  las empresas nos pagan lo pagamos,,,,pagar sueldo alimento si pueblo miseria empresa pagar pagar
n8iP75gIpmw,Ugy7Dk5SDB_d3RFlHU94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@andyB5280,UCh5ESQvtzyHDhCA7XyekCFA,No quiere hablar de sus almuerzos se molesta . No le creo . que,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@andyB5280,hace 2 años,1,0,False,,/@andyB5280,1,No quiere hablar de sus almuerzos se molesta . No le creo . que,,,,querer hablar almuerzo molestar crear
WIUZtitfLRw,Ugy7b0JTkHodE4sTU_54AaABAg,Caminar en una ciudad hecha para carros,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@jorgegomez2237,UCZIQnb1fkwe39Iw2TAu-bGA,"Como dijo pia, casi no existen banquetas, solo hay un pedazo donde se puede medio caminar... Y aun quiere que le demos gracias... #IneptoBran",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@jorgegomez2237,hace 1 año,1,0,False,,/@jorgegomez2237,1,"Como dijo pia, casi no existen banquetas, solo hay un pedazo donde se puede medio caminar... Y aun quiere que le demos gracias... #IneptoBran",IneptoBran,,,decir piar casi existir banqueta solo pedazo poder medio caminar aún querer demo gracia
n8iP75gIpmw,Ugy8csktFvR0eUZN4cp4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@RobertoZelaya-x1v,UCTP3O0rMnc8z8v8jaDQwL0w,Señor Nery Ramos una empresa trabaja con capital propio con dinero del dueño de la empresa que le costado ganarcelo  usted  con el dinero del pueblo o cree que el estado es su empresa trabaje esfuersece  trabajen para tener una empresa no se coman lo del pueblo,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@RobertoZelaya-x1v,hace 2 años,1,0,False,,/@RobertoZelaya-x1v,1,Señor Nery Ramos una empresa trabaja con capital propio con dinero del dueño de la empresa que le costado ganarcelo  usted  con el dinero del pueblo o cree que el estado es su empresa trabaje esfuersece  trabajen para tener una empresa no se coman lo del pueblo,,,,señor nery ramo empresa trabajar capital propio dinero dueño empresa costado ganarcelo usted dinero pueblo creer empresa trabajar esfuersece trabajar tener empresa comer pueblo
n8iP75gIpmw,UgyAcWsNSqIPesdI3nF4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@moisesvaldez4043,UCsUCN0Yq_UyTvKjOJLmNrnQ,"para los Guatemaltecos mejor si no hacen nada, poque cuando los hacen es en contra del pueblo Guatemlateco",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@moisesvaldez4043,hace 2 años, ,0,False,,/@moisesvaldez4043,0,"para los Guatemaltecos mejor si no hacen nada, poque cuando los hacen es en contra del pueblo Guatemlateco",,,,guatemalteco mejor si hacer poque hacer pueblo guatemlateco
j43HgwYFKfk,UgyB52GZe4-PXJ2TqYB4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@rosaelenaargueta79,UC3UVO7pTbeYvZ3ILEyRDskQ,Así debe informarse al pueblo sobre esta red de mafiosos!,@quorumgt,topic,j43HgwYFKfk_out_comments.csv | quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@rosaelenaargueta79,hace 1 año,1,0,False,,/@rosaelenaargueta79,1,Así debe informarse al pueblo sobre esta red de mafiosos!,,,,así debe informarse pueblo red mafioso
PjmxCj-a9Hg,UgyBhR2qUXgMe2NJjRN4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@herbertaguilar1387,UCuP4UK33HKtJE_S39ksmaTw,Con la corrupcion y narco gobierno de Morena en Mexico  Arevalo no deberia de hacer asociacion alguna . El pueblo de Mexico esta sufriendo .,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@herbertaguilar1387,hace 1 año, ,0,False,,/@herbertaguilar1387,0,Con la corrupcion y narco gobierno de Morena en Mexico  Arevalo no deberia de hacer asociacion alguna . El pueblo de Mexico esta sufriendo .,,,,corrupcion narco gobierno morena mexico arevalo deberia hacer asociacion alguno pueblo mexico sufrir
PjmxCj-a9Hg,UgyC45vItnUiq1QrUtd4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@ericapaz5406,UClsrFGJKWPxxw7MiaEdKLXw,Señor presidente? Enfóquese  en el crimen que está destrozado al país y también al turismo aga uso de su poder para implementar leyes que combatan el crimen en general por favor  mire a su país vecino como un joven si pudo terminar con el crimen.,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@ericapaz5406,hace 1 año,3,2,False,,/@ericapaz5406,3,Señor presidente? Enfóquese  en el crimen que está destrozado al país y también al turismo aga uso de su poder para implementar leyes que combatan el crimen en general por favor  mire a su país vecino como un joven si pudo terminar con el crimen.,,,,señor presidente enfóquese crimen destrozar país turismo aga uso poder implementar ley combatir crimen general favor mirar país vecino joven si poder terminar crimen
PjmxCj-a9Hg,UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgvLAMzZ1A,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@ErmePérez-q4s,UCg3eIfd7BrsLEqS0BLkftHA,Ni te equivoques ni a terminado siguen siendo Salvatruchas y mareros.,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@ErmeP%C3%A9rez-q4s,hace 1 año, ,0,False,,/@ErmePérez-q4s,0,Ni te equivoques ni a terminado siguen siendo Salvatruchas y mareros.,,,,equivocar terminar seguir ser salvatruchas marero
PjmxCj-a9Hg,UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgwtbYMM1u,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@ErmePérez-q4s,UCg3eIfd7BrsLEqS0BLkftHA,"Y los  que fueron hacer los pandilleros del salvador en antigua que, siguen haviendo maras en el salvador y eso es un país de maras",@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@ErmeP%C3%A9rez-q4s,hace 1 año, ,0,False,,/@ErmePérez-q4s,0,"Y los  que fueron hacer los pandilleros del salvador en antigua que, siguen haviendo maras en el salvador y eso es un país de maras",,,,hacer pandillero salvador antiguar seguir haviendo maras salvador país maras
PjmxCj-a9Hg,UgyC45vItnUiq1QrUtd4AaABAg.ALgn-KZ7p47ALgx6SmnMen,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@ErmePérez-q4s,UCg3eIfd7BrsLEqS0BLkftHA,Y todo los que tienen tatuajes del salvador son pandilleros eso su dictador lo dijo. Así que no te venden humo 💨 todo lo que dicen del salvador.,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@ErmeP%C3%A9rez-q4s,hace 1 año, ,0,False,,/@ErmePérez-q4s,0,Y todo los que tienen tatuajes del salvador son pandilleros eso su dictador lo dijo. Así que no te venden humo 💨 todo lo que dicen del salvador.,,,💨,tatuaje salvador pandillero dictador decir así vender humo decir salvador
06mFNPU0aB8,UgyC9HUMcvW-e_nFJK14AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@ruddydepaz322,UCAxvOOHQk7dYPOajzFEVtbA,Así metan los al tambo con minifaldas allí no les ba a faltar la moronga.,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@ruddydepaz322,hace 2 semanas, ,0,False,,/@ruddydepaz322,0,Así metan los al tambo con minifaldas allí no les ba a faltar la moronga.,,,,así meter tambo minifalda allí ba faltar moronga
06mFNPU0aB8,UgyCFEFtEmhDbi91yCF4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@MacoMorales-i2i2d,UCq3mDTTRZnUybct5M9OSXbg,Destreza dise😅,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@MacoMorales-i2i2d,hace 2 semanas,1,0,False,,/@MacoMorales-i2i2d,1,Destreza dise😅,,,😅,destreza dise
n8iP75gIpmw,UgyCoulSuwV8jBnjbtN4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@FidelZacarias-ph7dy,UCGzXwyCzMzGmjmCbH3Hg01Q,Ése señor entrevistador pertenece al PACTO DE CORRUPTOS....ATACA LA TRANSPARENCIA Y DEFIENDE A LOS CORRUPTOS.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@FidelZacarias-ph7dy,hace 2 años,2,0,False,,/@FidelZacarias-ph7dy,2,Ése señor entrevistador pertenece al PACTO DE CORRUPTOS....ATACA LA TRANSPARENCIA Y DEFIENDE A LOS CORRUPTOS.,,,,ese señor entrevistador pertenecer pacto corrupto atacar transparencia defender corrupto
6W4u8sGEnGM,UgyD5CIXnbXNiM-a4VF4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@OttoPalencia-b7r,UC0HvfEWozTHbwl_iEmJNvVA,Si el presidente ha sido un buen presidente pues hay que botar por el hay muchos que han hablado mal de él pero ellos no hacen nada por gustemala,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@OttoPalencia-b7r,hace 5 días,3,0,False,,/@OttoPalencia-b7r,3,Si el presidente ha sido un buen presidente pues hay que botar por el hay muchos que han hablado mal de él pero ellos no hacen nada por gustemala,,,,si presidente ser bueno presidente pues botar hablar mal hacer gustemala
6W4u8sGEnGM,UgyE6hk1g9jR7zB67lV4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@megavision4488,UC14qlobYKqD-DO0j6b75lcA,seria bueno tambien hecharle mano a la ejecucion del puente  del rio la pasion que todoavia se esta utilizando ferry hay que hacer un puente rapido.,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@megavision4488,hace 3 días, ,0,False,,/@megavision4488,0,seria bueno tambien hecharle mano a la ejecucion del puente  del rio la pasion que todoavia se esta utilizando ferry hay que hacer un puente rapido.,,,,seriar bueno tambien hecharle mano ejecucion puente reír pasion todoavia utilizar ferry hacer puente rapido
n8iP75gIpmw,UgyEM7_iOGkWV0SbNuB4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@edwinavila4876,UCiGRBf2RNF0WRKhRVT7zFoA,"Lamentablemente en nuestro país sigue la misma sinverguenzada. Este diputado quiere tapar el sol con un dedo. Qué pasaría si un profesor quisiera que le pagaran su comida aparte de su sueldo porque le está enseñando a
 dibujar a un niño.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@edwinavila4876,hace 2 años, ,0,False,,/@edwinavila4876,0,"Lamentablemente en nuestro país sigue la misma sinverguenzada. Este diputado quiere tapar el sol con un dedo. Qué pasaría si un profesor quisiera que le pagaran su comida aparte de su sueldo porque le está enseñando a
 dibujar a un niño.",,,,lamentablemente país seguir mismo sinverguenzada diputado querer tapar sol dedo pasar si profesor querer pagar comida aparte sueldo enseñar dibujar niño
6W4u8sGEnGM,UgyFSrjeDvPsB0fKUdp4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@elsasalguero6914,UCa36MjQLoPAmgJo-R3G8WQA,Que Dios bendiga al gobierno de Guatemala,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@elsasalguero6914,hace 6 días,3,0,False,,/@elsasalguero6914,3,Que Dios bendiga al gobierno de Guatemala,,,,dios bendecir gobierno guatemala
06mFNPU0aB8,UgyHHYcKhbzXr6xEjth4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@franciscoflores3120,UCjZgFEowMBrsjodqfovzdKw,Ay que  usarlos  como  mujeres,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@franciscoflores3120,hace 2 semanas, ,0,False,,/@franciscoflores3120,0,Ay que  usarlos  como  mujeres,,,,ay usarlos mujer
6W4u8sGEnGM,UgyHIuxG8A2lYDRB6vh4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@carmenfigueroa1232,UC3YpzAr7pcdKC7BVFEpYzog,"Pues como no si a Guatemala desbancaron lo anteriores presidentes han barrido con todo 
Primero Dios puedan terminar este proyecto antes que entre otr@ ladron y después busquen culpables",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@carmenfigueroa1232,hace 6 días (editado),4,1,False,,/@carmenfigueroa1232,4,"Pues como no si a Guatemala desbancaron lo anteriores presidentes han barrido con todo 
Primero Dios puedan terminar este proyecto antes que entre otr@ ladron y después busquen culpables",,,,pues si guatemala desbancar anterior presidente barrido primero dios poder terminar proyecto otr ladron después buscar culpable
6W4u8sGEnGM,UgyHIuxG8A2lYDRB6vh4AaABAg.A_zEyCTHfWFA_zWovudn2B,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@Murmullodelbarrio,UCyJhqmMbsvjpoarBBStA2kg,"Por eso mismo
No permítanos otro partido corrupto de los mismos de antes para salvar todo lo que hoy estamos mirando",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@Murmullodelbarrio,hace 6 días,1,0,False,,/@Murmullodelbarrio,1,"Por eso mismo
No permítanos otro partido corrupto de los mismos de antes para salvar todo lo que hoy estamos mirando",,,,mismo permítanos partido corrupto mismo salvar hoy mirar
j43HgwYFKfk,UgyHcSyWHx2SKCg6db14AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@estuardoargueta137,UCQqlPPUGqAfWjd-FSh_qn7Q,"Esa universidad se debe privatizar, es la universidad mas cara de Guatemala por estudiante egresado, es una carga tributaria innecesaria.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@estuardoargueta137,hace 1 año, ,0,False,,/@estuardoargueta137,0,"Esa universidad se debe privatizar, es la universidad mas cara de Guatemala por estudiante egresado, es una carga tributaria innecesaria.",,,,universidad debe privatizar universidad mas cara guatemala estudiante egresar carga tributario innecesario
n8iP75gIpmw,UgyIX1zx3bbc9DsK8VR4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@cesaraugustomoralesmonroy6907,UC8r11yOugM2NuRfitQOxLLg,"Qué tristeza que extranjeros que vinieron como policías a una institución internacional impuesta por la ""comunidad internacional"" supuestamente para combatir la impunidad, se hayan quedado como ""analistas"" y periodistas en Guatemala, comentando temas nacionales. Es la nueva conquista.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@cesaraugustomoralesmonroy6907,hace 2 años,1,0,False,,/@cesaraugustomoralesmonroy6907,1,"Qué tristeza que extranjeros que vinieron como policías a una institución internacional impuesta por la ""comunidad internacional"" supuestamente para combatir la impunidad, se hayan quedado como ""analistas"" y periodistas en Guatemala, comentando temas nacionales. Es la nueva conquista.",,,,tristeza extranjero venir policía institución internacional imponer comunidad internacional supuestamente combatir impunidad quedar analista periodista guatemala comentar tema nacional nueva conquista
PjmxCj-a9Hg,UgyIfQ-oDt0uVFZIq9d4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@pablobarrios7931,UCusjriFsDHEc2AOjqk-p5ig,"Guate tambien tiene gobierno PROGRE, LOS Y LAS DIPUTADAS,  JAJAJA
CIUDADANOS Y CIUDADANAS JAJAJA
CHIQUILLOS Y CHIQUILLOS JAJAJA
Los gobiernos PROGRES son los que estan llevando  a la ruina auchoa paises,  principalmente en occidente.  
Estos PROGRESS que se pongan a trabajar de manera mas activa por el Pais y no solo bla bla bla.   Se nesesita tomar.accion YA y no bla bla bla.",@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@pablobarrios7931,hace 1 año,2,0,False,,/@pablobarrios7931,2,"Guate tambien tiene gobierno PROGRE, LOS Y LAS DIPUTADAS,  JAJAJA
CIUDADANOS Y CIUDADANAS JAJAJA
CHIQUILLOS Y CHIQUILLOS JAJAJA
Los gobiernos PROGRES son los que estan llevando  a la ruina auchoa paises,  principalmente en occidente.  
Estos PROGRESS que se pongan a trabajar de manera mas activa por el Pais y no solo bla bla bla.   Se nesesita tomar.accion YA y no bla bla bla.",,,,guate tambien gobierno progre diputado jajaja ciudadano ciudadano jajaja chiquillo chiquillo jajaja gobierno progre estar llevar ruina auchoa paises principalmente occidente progress poner trabajar manera mas activar pais solo bla bla bla nesesita tomar accion bla bla bla
ndAZjHqzzT8,UgyIteBIiYe7DjUN3554AaABAg,Internet: escoger el menos malo,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@rwdm76,UCVC2QugcI1G4RvlCiUqd1aQ,EXCELENTE,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@rwdm76,hace 11 meses, ,0,False,,/@rwdm76,0,EXCELENTE,,,,excelente
lj983NWyAQY,UgyJ7QRY-X3DsJC-t-p4AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@isaidiaz2388,UC5fvhAfm89JH8eDFdvc0xYw,Guate es Classic 👍💯,Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@isaidiaz2388,hace 5 años, ,0,False,,/@isaidiaz2388,0,Guate es Classic 👍💯,,,👍|💯,guate classic
PjmxCj-a9Hg,UgyJnStLEHxVNbAfd0p4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@mariavail8998,UCAV7QIjYhbDJaycQycM_0eQ,No dejen que nuestros hermanos Guatemalatecos qué esten encerrados en esse lugar pir favor 🙏 Autoridades sun  nuestros prójimos gracias señores 🙏 🙌 👏,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@mariavail8998,hace 1 año,3,0,False,,/@mariavail8998,3,No dejen que nuestros hermanos Guatemalatecos qué esten encerrados en esse lugar pir favor 🙏 Autoridades sun  nuestros prójimos gracias señores 🙏 🙌 👏,,,🙏|🙏|🙌|👏,dejar hermano guatemalatecos estar encerrar esse lugar pir favor autoridad sun prójimo gracia señor
n8iP75gIpmw,UgyMRj1sNq6Xkrqepst4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@EnnioAroche,UC3E9mAgP7VoAE5mZoAexl5g,"Son realmente estos diputados unos aprovechados, mientras los jubilados del igss  ,algunos reciben 300.00 quetzales al mes y no los an apoyado.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@EnnioAroche,hace 1 año, ,0,False,,/@EnnioAroche,0,"Son realmente estos diputados unos aprovechados, mientras los jubilados del igss  ,algunos reciben 300.00 quetzales al mes y no los an apoyado.",,,,realmente diputado aprovechar mientras jubilado igss recibir quetzal mes an apoyar
n8iP75gIpmw,UgyN-BmjI1Qyr5moi-x4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ernestogamboa8737,UCB5p8a5gklc80jJItP6xTHg,"Aunqué contradiga, ellos están acostumbrados a hacer esto, comiendo a costillas del pueblo,",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ernestogamboa8737,hace 2 años,6,0,False,,/@ernestogamboa8737,6,"Aunqué contradiga, ellos están acostumbrados a hacer esto, comiendo a costillas del pueblo,",,,,aunqué contradecir acostumbrar hacer comer costilla pueblo
